Feature,ADNIMERGE Frequency,Gene Expression Frequency,MRI Frequency,Total Frequency,Domain
MRI_108562,0,0,107,107,MRI
MRI_576801,0,0,107,107,MRI
MRI_661518,0,0,107,107,MRI
MRI_595924,0,0,107,107,MRI
MRI_231058,0,0,107,107,MRI
MRI_315232,0,0,107,107,MRI
MRI_621037,0,0,107,107,MRI
MRI_710701,0,0,107,107,MRI
MRI_725706,0,0,107,107,MRI
MRI_734277,0,0,107,107,MRI
MRI_759602,0,0,107,107,MRI
MRI_758498,0,0,107,107,MRI
MRI_294429,0,0,107,107,MRI
MRI_311582,0,0,107,107,MRI
MRI_362337,0,0,107,107,MRI
MRI_2890,0,0,106,106,MRI
MRI_467408,0,0,106,106,MRI
MRI_493649,0,0,106,106,MRI
MRI_519752,0,0,106,106,MRI
MRI_239907,0,0,106,106,MRI
MRI_564940,0,0,106,106,MRI
MRI_32687,0,0,106,106,MRI
MRI_39129,0,0,106,106,MRI
MRI_256143,0,0,106,106,MRI
MRI_293457,0,0,106,106,MRI
MRI_276832,0,0,106,106,MRI
MRI_565481,0,0,106,106,MRI
MRI_502750,0,0,106,106,MRI
MRI_540292,0,0,106,106,MRI
MRI_545559,0,0,106,106,MRI
MRI_111239,0,0,106,106,MRI
MRI_296775,0,0,106,106,MRI
MRI_298687,0,0,106,106,MRI
MRI_623970,0,0,106,106,MRI
MRI_640871,0,0,106,106,MRI
MRI_243778,0,0,106,106,MRI
MRI_232786,0,0,106,106,MRI
MRI_227829,0,0,106,106,MRI
MRI_626677,0,0,106,106,MRI
MRI_650262,0,0,106,106,MRI
MRI_707568,0,0,106,106,MRI
MRI_743926,0,0,106,106,MRI
MRI_326940,0,0,106,106,MRI
MRI_168032,0,0,105,105,MRI
MRI_202235,0,0,105,105,MRI
MRI_405082,0,0,105,105,MRI
MRI_419390,0,0,105,105,MRI
MRI_432794,0,0,105,105,MRI
MRI_453679,0,0,105,105,MRI
MRI_491481,0,0,105,105,MRI
MRI_531281,0,0,105,105,MRI
MRI_194441,0,0,105,105,MRI
MRI_521530,0,0,105,105,MRI
MRI_551806,0,0,105,105,MRI
MRI_574552,0,0,105,105,MRI
MRI_525791,0,0,105,105,MRI
MRI_529549,0,0,105,105,MRI
MRI_512184,0,0,105,105,MRI
MRI_266229,0,0,105,105,MRI
MRI_567164,0,0,105,105,MRI
MRI_317260,0,0,105,105,MRI
MRI_513904,0,0,105,105,MRI
MRI_579281,0,0,105,105,MRI
MRI_559494,0,0,105,105,MRI
MRI_98793,0,0,105,105,MRI
MRI_529591,0,0,105,105,MRI
MRI_86005,0,0,105,105,MRI
MRI_225492,0,0,105,105,MRI
MRI_546973,0,0,105,105,MRI
MRI_572046,0,0,105,105,MRI
MRI_622390,0,0,105,105,MRI
MRI_569733,0,0,105,105,MRI
MRI_585093,0,0,105,105,MRI
MRI_220417,0,0,105,105,MRI
MRI_270432,0,0,105,105,MRI
MRI_224143,0,0,105,105,MRI
MRI_223598,0,0,105,105,MRI
MRI_237801,0,0,105,105,MRI
MRI_706833,0,0,105,105,MRI
MRI_725932,0,0,105,105,MRI
MRI_747952,0,0,105,105,MRI
MRI_752533,0,0,105,105,MRI
MRI_33880,0,0,104,104,MRI
MRI_217200,0,0,104,104,MRI
MRI_449544,0,0,104,104,MRI
MRI_84572,0,0,104,104,MRI
MRI_526106,0,0,104,104,MRI
MRI_551000,0,0,104,104,MRI
MRI_548387,0,0,104,104,MRI
MRI_506337,0,0,104,104,MRI
MRI_278736,0,0,104,104,MRI
MRI_288419,0,0,104,104,MRI
MRI_289896,0,0,104,104,MRI
MRI_222217,0,0,104,104,MRI
MRI_502671,0,0,104,104,MRI
MRI_580387,0,0,104,104,MRI
MRI_570561,0,0,104,104,MRI
MRI_559268,0,0,104,104,MRI
MRI_606205,0,0,104,104,MRI
MRI_634156,0,0,104,104,MRI
MRI_106884,0,0,104,104,MRI
MRI_103185,0,0,104,104,MRI
MRI_606653,0,0,104,104,MRI
MRI_628565,0,0,104,104,MRI
MRI_629096,0,0,104,104,MRI
MRI_223716,0,0,104,104,MRI
MRI_240072,0,0,104,104,MRI
MRI_253566,0,0,104,104,MRI
MRI_245386,0,0,104,104,MRI
MRI_661385,0,0,104,104,MRI
MRI_294543,0,0,104,104,MRI
MRI_741167,0,0,104,104,MRI
MRI_763082,0,0,104,104,MRI
MRI_295191,0,0,104,104,MRI
MRI_784789,0,0,103,103,MRI
MRI_422131,0,0,103,103,MRI
MRI_183086,0,0,103,103,MRI
MRI_503817,0,0,103,103,MRI
MRI_75221,0,0,103,103,MRI
MRI_197740,0,0,103,103,MRI
MRI_533788,0,0,103,103,MRI
MRI_490131,0,0,103,103,MRI
MRI_39802,0,0,103,103,MRI
MRI_249597,0,0,103,103,MRI
MRI_281403,0,0,103,103,MRI
MRI_275663,0,0,103,103,MRI
MRI_289039,0,0,103,103,MRI
MRI_297183,0,0,103,103,MRI
MRI_254295,0,0,103,103,MRI
MRI_586071,0,0,103,103,MRI
MRI_576033,0,0,103,103,MRI
MRI_79746,0,0,103,103,MRI
MRI_609420,0,0,103,103,MRI
MRI_90842,0,0,103,103,MRI
MRI_226417,0,0,103,103,MRI
MRI_582450,0,0,103,103,MRI
MRI_593653,0,0,103,103,MRI
MRI_651519,0,0,103,103,MRI
MRI_619495,0,0,103,103,MRI
MRI_231870,0,0,103,103,MRI
MRI_238173,0,0,103,103,MRI
MRI_656433,0,0,103,103,MRI
MRI_673359,0,0,103,103,MRI
MRI_717721,0,0,103,103,MRI
MRI_766966,0,0,103,103,MRI
MRI_310615,0,0,103,103,MRI
MRI_159935,0,0,102,102,MRI
MRI_200032,0,0,102,102,MRI
MRI_789386,0,0,102,102,MRI
MRI_466329,0,0,102,102,MRI
MRI_447182,0,0,102,102,MRI
MRI_435489,0,0,102,102,MRI
MRI_480455,0,0,102,102,MRI
MRI_486389,0,0,102,102,MRI
MRI_607684,0,0,102,102,MRI
MRI_463414,0,0,102,102,MRI
MRI_72280,0,0,102,102,MRI
MRI_529187,0,0,102,102,MRI
MRI_527081,0,0,102,102,MRI
MRI_573260,0,0,102,102,MRI
MRI_41402,0,0,102,102,MRI
MRI_259660,0,0,102,102,MRI
MRI_289342,0,0,102,102,MRI
MRI_268943,0,0,102,102,MRI
MRI_582116,0,0,102,102,MRI
MRI_619140,0,0,102,102,MRI
MRI_75715,0,0,102,102,MRI
MRI_528968,0,0,102,102,MRI
MRI_538087,0,0,102,102,MRI
MRI_105176,0,0,102,102,MRI
MRI_218137,0,0,102,102,MRI
MRI_207936,0,0,102,102,MRI
MRI_124191,0,0,102,102,MRI
MRI_646792,0,0,102,102,MRI
MRI_589089,0,0,102,102,MRI
MRI_589654,0,0,102,102,MRI
MRI_604795,0,0,102,102,MRI
MRI_624724,0,0,102,102,MRI
MRI_656766,0,0,102,102,MRI
MRI_651835,0,0,102,102,MRI
MRI_640530,0,0,102,102,MRI
MRI_678373,0,0,102,102,MRI
MRI_703725,0,0,102,102,MRI
MRI_644393,0,0,102,102,MRI
MRI_746031,0,0,102,102,MRI
MRI_760763,0,0,102,102,MRI
MRI_750753,0,0,102,102,MRI
MRI_304032,0,0,102,102,MRI
MRI_312718,0,0,102,102,MRI
MRI_299021,0,0,102,102,MRI
MRI_340035,0,0,102,102,MRI
MRI_361147,0,0,102,102,MRI
MRI_258441,0,0,101,101,MRI
MRI_188826,0,0,101,101,MRI
MRI_37141,0,0,101,101,MRI
MRI_424587,0,0,101,101,MRI
MRI_445240,0,0,101,101,MRI
MRI_466134,0,0,101,101,MRI
MRI_239671,0,0,101,101,MRI
MRI_493353,0,0,101,101,MRI
MRI_510336,0,0,101,101,MRI
MRI_530901,0,0,101,101,MRI
MRI_44041,0,0,101,101,MRI
MRI_259530,0,0,101,101,MRI
MRI_256737,0,0,101,101,MRI
MRI_285083,0,0,101,101,MRI
MRI_262109,0,0,101,101,MRI
MRI_270106,0,0,101,101,MRI
MRI_264841,0,0,101,101,MRI
MRI_282223,0,0,101,101,MRI
MRI_503582,0,0,101,101,MRI
MRI_581288,0,0,101,101,MRI
MRI_220294,0,0,101,101,MRI
MRI_544143,0,0,101,101,MRI
MRI_569773,0,0,101,101,MRI
MRI_554553,0,0,101,101,MRI
MRI_566575,0,0,101,101,MRI
MRI_566642,0,0,101,101,MRI
MRI_602731,0,0,101,101,MRI
MRI_668666,0,0,101,101,MRI
MRI_119911,0,0,101,101,MRI
MRI_247587,0,0,101,101,MRI
MRI_683686,0,0,101,101,MRI
MRI_645877,0,0,101,101,MRI
MRI_351152,0,0,101,101,MRI
MRI_681032,0,0,101,101,MRI
MRI_725823,0,0,101,101,MRI
MRI_727646,0,0,101,101,MRI
MRI_732881,0,0,101,101,MRI
MRI_753793,0,0,101,101,MRI
MRI_317217,0,0,101,101,MRI
MRI_385509,0,0,101,101,MRI
MRI_1,0,0,101,101,MRI
MRI_462855,0,0,100,100,MRI
MRI_467585,0,0,100,100,MRI
MRI_495707,0,0,100,100,MRI
MRI_44617,0,0,100,100,MRI
MRI_282087,0,0,100,100,MRI
MRI_263163,0,0,100,100,MRI
MRI_503497,0,0,100,100,MRI
MRI_524319,0,0,100,100,MRI
MRI_605621,0,0,100,100,MRI
MRI_554384,0,0,100,100,MRI
MRI_590228,0,0,100,100,MRI
MRI_613392,0,0,100,100,MRI
MRI_635126,0,0,100,100,MRI
MRI_105188,0,0,100,100,MRI
MRI_591995,0,0,100,100,MRI
MRI_588849,0,0,100,100,MRI
MRI_631126,0,0,100,100,MRI
MRI_215653,0,0,100,100,MRI
MRI_230098,0,0,100,100,MRI
MRI_310173,0,0,100,100,MRI
MRI_621593,0,0,100,100,MRI
MRI_654240,0,0,100,100,MRI
MRI_781176,0,0,100,100,MRI
MRI_305294,0,0,100,100,MRI
MRI_360883,0,0,100,100,MRI
MRI_385167,0,0,100,100,MRI
MRI_284513,0,0,99,99,MRI
MRI_171559,0,0,99,99,MRI
MRI_174806,0,0,99,99,MRI
MRI_786075,0,0,99,99,MRI
MRI_508294,0,0,99,99,MRI
MRI_423726,0,0,99,99,MRI
MRI_179373,0,0,99,99,MRI
MRI_69008,0,0,99,99,MRI
MRI_77613,0,0,99,99,MRI
MRI_535356,0,0,99,99,MRI
MRI_499243,0,0,99,99,MRI
MRI_272032,0,0,99,99,MRI
MRI_265191,0,0,99,99,MRI
MRI_73022,0,0,99,99,MRI
MRI_545039,0,0,99,99,MRI
MRI_585271,0,0,99,99,MRI
MRI_86974,0,0,99,99,MRI
MRI_90228,0,0,99,99,MRI
MRI_609510,0,0,99,99,MRI
MRI_107238,0,0,99,99,MRI
MRI_576050,0,0,99,99,MRI
MRI_588603,0,0,99,99,MRI
MRI_584846,0,0,99,99,MRI
MRI_645053,0,0,99,99,MRI
MRI_646334,0,0,99,99,MRI
MRI_619903,0,0,99,99,MRI
MRI_247255,0,0,99,99,MRI
MRI_244201,0,0,99,99,MRI
MRI_639390,0,0,99,99,MRI
MRI_640864,0,0,99,99,MRI
MRI_652277,0,0,99,99,MRI
MRI_662233,0,0,99,99,MRI
MRI_692254,0,0,99,99,MRI
MRI_743720,0,0,99,99,MRI
MRI_757054,0,0,99,99,MRI
MRI_763333,0,0,99,99,MRI
MRI_757514,0,0,99,99,MRI
MRI_759213,0,0,99,99,MRI
MRI_764505,0,0,99,99,MRI
MRI_330553,0,0,99,99,MRI
MRI_328689,0,0,99,99,MRI
MRI_370925,0,0,99,99,MRI
MRI_384791,0,0,99,99,MRI
MRI_386343,0,0,99,99,MRI
MRI_195150,0,0,98,98,MRI
MRI_405884,0,0,98,98,MRI
MRI_28405,0,0,98,98,MRI
MRI_427330,0,0,98,98,MRI
MRI_792287,0,0,98,98,MRI
MRI_456067,0,0,98,98,MRI
MRI_235252,0,0,98,98,MRI
MRI_289869,0,0,98,98,MRI
MRI_627823,0,0,98,98,MRI
MRI_535184,0,0,98,98,MRI
MRI_558624,0,0,98,98,MRI
MRI_556498,0,0,98,98,MRI
MRI_114937,0,0,98,98,MRI
MRI_587782,0,0,98,98,MRI
MRI_246090,0,0,98,98,MRI
MRI_321428,0,0,98,98,MRI
MRI_700294,0,0,98,98,MRI
MRI_653652,0,0,98,98,MRI
MRI_662496,0,0,98,98,MRI
MRI_717189,0,0,98,98,MRI
MRI_746379,0,0,98,98,MRI
MRI_752257,0,0,98,98,MRI
MRI_364660,0,0,98,98,MRI
MRI_364505,0,0,98,98,MRI
MRI_379332,0,0,98,98,MRI
MRI_385945,0,0,98,98,MRI
MRI_424324,0,0,97,97,MRI
MRI_432336,0,0,97,97,MRI
MRI_447598,0,0,97,97,MRI
MRI_442863,0,0,97,97,MRI
MRI_155083,0,0,97,97,MRI
MRI_597848,0,0,97,97,MRI
MRI_27914,0,0,97,97,MRI
MRI_487796,0,0,97,97,MRI
MRI_526001,0,0,97,97,MRI
MRI_252746,0,0,97,97,MRI
MRI_281650,0,0,97,97,MRI
MRI_262116,0,0,97,97,MRI
MRI_346545,0,0,97,97,MRI
MRI_284990,0,0,97,97,MRI
MRI_603217,0,0,97,97,MRI
MRI_536275,0,0,97,97,MRI
MRI_613611,0,0,97,97,MRI
MRI_636471,0,0,97,97,MRI
MRI_623622,0,0,97,97,MRI
MRI_625776,0,0,97,97,MRI
MRI_104991,0,0,97,97,MRI
MRI_205423,0,0,97,97,MRI
MRI_295976,0,0,97,97,MRI
MRI_609873,0,0,97,97,MRI
MRI_304178,0,0,97,97,MRI
MRI_306723,0,0,97,97,MRI
MRI_659655,0,0,97,97,MRI
MRI_647397,0,0,97,97,MRI
MRI_740058,0,0,97,97,MRI
MRI_390543,0,0,97,97,MRI
MRI_30526,0,0,96,96,MRI
MRI_462004,0,0,96,96,MRI
MRI_509301,0,0,96,96,MRI
MRI_508872,0,0,96,96,MRI
MRI_784501,0,0,96,96,MRI
MRI_499153,0,0,96,96,MRI
MRI_548838,0,0,96,96,MRI
MRI_281743,0,0,96,96,MRI
MRI_274300,0,0,96,96,MRI
MRI_285175,0,0,96,96,MRI
MRI_531668,0,0,96,96,MRI
MRI_518177,0,0,96,96,MRI
MRI_545570,0,0,96,96,MRI
MRI_577492,0,0,96,96,MRI
MRI_588664,0,0,96,96,MRI
MRI_590270,0,0,96,96,MRI
MRI_578281,0,0,96,96,MRI
MRI_546539,0,0,96,96,MRI
MRI_616681,0,0,96,96,MRI
MRI_102333,0,0,96,96,MRI
MRI_594036,0,0,96,96,MRI
MRI_671167,0,0,96,96,MRI
MRI_613380,0,0,96,96,MRI
MRI_642198,0,0,96,96,MRI
MRI_619636,0,0,96,96,MRI
MRI_633889,0,0,96,96,MRI
MRI_630557,0,0,96,96,MRI
MRI_688547,0,0,96,96,MRI
MRI_642468,0,0,96,96,MRI
MRI_684664,0,0,96,96,MRI
MRI_765645,0,0,96,96,MRI
MRI_752974,0,0,96,96,MRI
MRI_390164,0,0,96,96,MRI
MRI_1367,0,0,95,95,MRI
MRI_33241,0,0,95,95,MRI
MRI_437054,0,0,95,95,MRI
MRI_468770,0,0,95,95,MRI
MRI_470642,0,0,95,95,MRI
MRI_76418,0,0,95,95,MRI
MRI_508573,0,0,95,95,MRI
MRI_42964,0,0,95,95,MRI
MRI_500687,0,0,95,95,MRI
MRI_135000,0,0,95,95,MRI
MRI_219170,0,0,95,95,MRI
MRI_220881,0,0,95,95,MRI
MRI_100143,0,0,95,95,MRI
MRI_242422,0,0,95,95,MRI
MRI_677677,0,0,95,95,MRI
MRI_227281,0,0,95,95,MRI
MRI_670349,0,0,95,95,MRI
MRI_678288,0,0,95,95,MRI
MRI_688635,0,0,95,95,MRI
MRI_731300,0,0,95,95,MRI
MRI_763655,0,0,95,95,MRI
MRI_328939,0,0,95,95,MRI
MRI_298561,0,0,95,95,MRI
MRI_362394,0,0,95,95,MRI
MRI_358248,0,0,95,95,MRI
MRI_387106,0,0,95,95,MRI
MRI_406986,0,0,94,94,MRI
MRI_35868,0,0,94,94,MRI
MRI_420407,0,0,94,94,MRI
MRI_438998,0,0,94,94,MRI
MRI_792809,0,0,94,94,MRI
MRI_473030,0,0,94,94,MRI
MRI_481039,0,0,94,94,MRI
MRI_247225,0,0,94,94,MRI
MRI_83042,0,0,94,94,MRI
MRI_61066,0,0,94,94,MRI
MRI_187267,0,0,94,94,MRI
MRI_505171,0,0,94,94,MRI
MRI_255953,0,0,94,94,MRI
MRI_250601,0,0,94,94,MRI
MRI_267330,0,0,94,94,MRI
MRI_313368,0,0,94,94,MRI
MRI_292952,0,0,94,94,MRI
MRI_546694,0,0,94,94,MRI
MRI_534847,0,0,94,94,MRI
MRI_583124,0,0,94,94,MRI
MRI_635881,0,0,94,94,MRI
MRI_228393,0,0,94,94,MRI
MRI_608050,0,0,94,94,MRI
MRI_620717,0,0,94,94,MRI
MRI_653865,0,0,94,94,MRI
MRI_639716,0,0,94,94,MRI
MRI_656991,0,0,94,94,MRI
MRI_655924,0,0,94,94,MRI
MRI_649372,0,0,94,94,MRI
MRI_308701,0,0,94,94,MRI
MRI_662605,0,0,94,94,MRI
MRI_678264,0,0,94,94,MRI
MRI_704529,0,0,94,94,MRI
MRI_754810,0,0,94,94,MRI
MRI_352208,0,0,94,94,MRI
MRI_336032,0,0,94,94,MRI
MRI_374099,0,0,94,94,MRI
MRI_188600,0,0,93,93,MRI
MRI_423949,0,0,93,93,MRI
MRI_437459,0,0,93,93,MRI
MRI_448491,0,0,93,93,MRI
MRI_66129,0,0,93,93,MRI
MRI_518116,0,0,93,93,MRI
MRI_39361,0,0,93,93,MRI
MRI_43820,0,0,93,93,MRI
MRI_293561,0,0,93,93,MRI
MRI_306066,0,0,93,93,MRI
MRI_289306,0,0,93,93,MRI
MRI_71361,0,0,93,93,MRI
MRI_523997,0,0,93,93,MRI
MRI_73371,0,0,93,93,MRI
MRI_558985,0,0,93,93,MRI
MRI_648203,0,0,93,93,MRI
MRI_93233,0,0,93,93,MRI
MRI_94161,0,0,93,93,MRI
MRI_632033,0,0,93,93,MRI
MRI_94607,0,0,93,93,MRI
MRI_112106,0,0,93,93,MRI
MRI_127737,0,0,93,93,MRI
MRI_243858,0,0,93,93,MRI
MRI_211619,0,0,93,93,MRI
MRI_246025,0,0,93,93,MRI
MRI_619451,0,0,93,93,MRI
MRI_627250,0,0,93,93,MRI
MRI_640624,0,0,93,93,MRI
MRI_762893,0,0,93,93,MRI
MRI_343168,0,0,93,93,MRI
MRI_369081,0,0,93,93,MRI
MRI_382026,0,0,93,93,MRI
MRI_374600,0,0,93,93,MRI
MRI_395389,0,0,93,93,MRI
MRI_154952,0,0,92,92,MRI
MRI_793176,0,0,92,92,MRI
MRI_29130,0,0,92,92,MRI
MRI_206240,0,0,92,92,MRI
MRI_478619,0,0,92,92,MRI
MRI_216722,0,0,92,92,MRI
MRI_64039,0,0,92,92,MRI
MRI_525612,0,0,92,92,MRI
MRI_516858,0,0,92,92,MRI
MRI_600488,0,0,92,92,MRI
MRI_282391,0,0,92,92,MRI
MRI_505119,0,0,92,92,MRI
MRI_503868,0,0,92,92,MRI
MRI_508425,0,0,92,92,MRI
MRI_502071,0,0,92,92,MRI
MRI_573987,0,0,92,92,MRI
MRI_519777,0,0,92,92,MRI
MRI_521915,0,0,92,92,MRI
MRI_534557,0,0,92,92,MRI
MRI_584296,0,0,92,92,MRI
MRI_618438,0,0,92,92,MRI
MRI_79617,0,0,92,92,MRI
MRI_233094,0,0,92,92,MRI
MRI_583427,0,0,92,92,MRI
MRI_105135,0,0,92,92,MRI
MRI_124388,0,0,92,92,MRI
MRI_579984,0,0,92,92,MRI
MRI_592953,0,0,92,92,MRI
MRI_603354,0,0,92,92,MRI
MRI_243343,0,0,92,92,MRI
MRI_639210,0,0,92,92,MRI
MRI_651453,0,0,92,92,MRI
MRI_244159,0,0,92,92,MRI
MRI_658590,0,0,92,92,MRI
MRI_694334,0,0,92,92,MRI
MRI_749501,0,0,92,92,MRI
MRI_307687,0,0,92,92,MRI
MRI_306133,0,0,92,92,MRI
MRI_342376,0,0,92,92,MRI
MRI_291966,0,0,92,92,MRI
MRI_378767,0,0,92,92,MRI
MRI_371343,0,0,92,92,MRI
MRI_201590,0,0,91,91,MRI
MRI_155170,0,0,91,91,MRI
MRI_790207,0,0,91,91,MRI
MRI_425217,0,0,91,91,MRI
MRI_430288,0,0,91,91,MRI
MRI_434761,0,0,91,91,MRI
MRI_68294,0,0,91,91,MRI
MRI_311587,0,0,91,91,MRI
MRI_58521,0,0,91,91,MRI
MRI_79576,0,0,91,91,MRI
MRI_539859,0,0,91,91,MRI
MRI_192537,0,0,91,91,MRI
MRI_541087,0,0,91,91,MRI
MRI_497226,0,0,91,91,MRI
MRI_532770,0,0,91,91,MRI
MRI_537751,0,0,91,91,MRI
MRI_528081,0,0,91,91,MRI
MRI_273681,0,0,91,91,MRI
MRI_525219,0,0,91,91,MRI
MRI_572471,0,0,91,91,MRI
MRI_212884,0,0,91,91,MRI
MRI_569403,0,0,91,91,MRI
MRI_28233,0,0,91,91,MRI
MRI_600253,0,0,91,91,MRI
MRI_243800,0,0,91,91,MRI
MRI_217198,0,0,91,91,MRI
MRI_659770,0,0,91,91,MRI
MRI_642825,0,0,91,91,MRI
MRI_668371,0,0,91,91,MRI
MRI_684688,0,0,91,91,MRI
MRI_645890,0,0,91,91,MRI
MRI_680431,0,0,91,91,MRI
MRI_732949,0,0,91,91,MRI
MRI_742065,0,0,91,91,MRI
MRI_751093,0,0,91,91,MRI
MRI_297546,0,0,91,91,MRI
MRI_290256,0,0,91,91,MRI
MRI_306110,0,0,91,91,MRI
MRI_313119,0,0,91,91,MRI
MRI_365301,0,0,91,91,MRI
MRI_389031,0,0,91,91,MRI
MRI_399271,0,0,91,91,MRI
MRI_2226,0,0,90,90,MRI
MRI_36407,0,0,90,90,MRI
MRI_37137,0,0,90,90,MRI
MRI_419202,0,0,90,90,MRI
MRI_435306,0,0,90,90,MRI
MRI_437380,0,0,90,90,MRI
MRI_525337,0,0,90,90,MRI
MRI_551946,0,0,90,90,MRI
MRI_255698,0,0,90,90,MRI
MRI_276201,0,0,90,90,MRI
MRI_281629,0,0,90,90,MRI
MRI_523061,0,0,90,90,MRI
MRI_581882,0,0,90,90,MRI
MRI_644952,0,0,90,90,MRI
MRI_590587,0,0,90,90,MRI
MRI_628752,0,0,90,90,MRI
MRI_609684,0,0,90,90,MRI
MRI_102137,0,0,90,90,MRI
MRI_118860,0,0,90,90,MRI
MRI_210916,0,0,90,90,MRI
MRI_620398,0,0,90,90,MRI
MRI_130215,0,0,90,90,MRI
MRI_233595,0,0,90,90,MRI
MRI_666446,0,0,90,90,MRI
MRI_628434,0,0,90,90,MRI
MRI_664295,0,0,90,90,MRI
MRI_694766,0,0,90,90,MRI
MRI_749084,0,0,90,90,MRI
MRI_754128,0,0,90,90,MRI
MRI_761161,0,0,90,90,MRI
MRI_348411,0,0,90,90,MRI
MRI_367589,0,0,90,90,MRI
MRI_350064,0,0,90,90,MRI
MRI_318300,0,0,90,90,MRI
MRI_313134,0,0,90,90,MRI
MRI_369500,0,0,90,90,MRI
MRI_376081,0,0,90,90,MRI
MRI_782923,0,0,89,89,MRI
MRI_410088,0,0,89,89,MRI
MRI_50133,0,0,89,89,MRI
MRI_30583,0,0,89,89,MRI
MRI_430310,0,0,89,89,MRI
MRI_444654,0,0,89,89,MRI
MRI_468303,0,0,89,89,MRI
MRI_226730,0,0,89,89,MRI
MRI_449730,0,0,89,89,MRI
MRI_474794,0,0,89,89,MRI
MRI_512725,0,0,89,89,MRI
MRI_539469,0,0,89,89,MRI
MRI_511519,0,0,89,89,MRI
MRI_498771,0,0,89,89,MRI
MRI_547837,0,0,89,89,MRI
MRI_258108,0,0,89,89,MRI
MRI_262389,0,0,89,89,MRI
MRI_285655,0,0,89,89,MRI
MRI_261438,0,0,89,89,MRI
MRI_270152,0,0,89,89,MRI
MRI_521536,0,0,89,89,MRI
MRI_524843,0,0,89,89,MRI
MRI_499562,0,0,89,89,MRI
MRI_79931,0,0,89,89,MRI
MRI_514185,0,0,89,89,MRI
MRI_582449,0,0,89,89,MRI
MRI_87925,0,0,89,89,MRI
MRI_205193,0,0,89,89,MRI
MRI_94201,0,0,89,89,MRI
MRI_604017,0,0,89,89,MRI
MRI_106383,0,0,89,89,MRI
MRI_576237,0,0,89,89,MRI
MRI_586553,0,0,89,89,MRI
MRI_583820,0,0,89,89,MRI
MRI_587676,0,0,89,89,MRI
MRI_638927,0,0,89,89,MRI
MRI_652312,0,0,89,89,MRI
MRI_659117,0,0,89,89,MRI
MRI_675252,0,0,89,89,MRI
MRI_658034,0,0,89,89,MRI
MRI_688324,0,0,89,89,MRI
MRI_299733,0,0,89,89,MRI
MRI_329948,0,0,89,89,MRI
MRI_324791,0,0,89,89,MRI
MRI_373120,0,0,89,89,MRI
MRI_176637,0,0,88,88,MRI
MRI_6245,0,0,88,88,MRI
MRI_19593,0,0,88,88,MRI
MRI_60980,0,0,88,88,MRI
MRI_61889,0,0,88,88,MRI
MRI_546201,0,0,88,88,MRI
MRI_254340,0,0,88,88,MRI
MRI_87532,0,0,88,88,MRI
MRI_29753,0,0,88,88,MRI
MRI_491021,0,0,88,88,MRI
MRI_500002,0,0,88,88,MRI
MRI_494228,0,0,88,88,MRI
MRI_525268,0,0,88,88,MRI
MRI_570200,0,0,88,88,MRI
MRI_257588,0,0,88,88,MRI
MRI_265241,0,0,88,88,MRI
MRI_251109,0,0,88,88,MRI
MRI_272283,0,0,88,88,MRI
MRI_280671,0,0,88,88,MRI
MRI_289684,0,0,88,88,MRI
MRI_510326,0,0,88,88,MRI
MRI_523810,0,0,88,88,MRI
MRI_570252,0,0,88,88,MRI
MRI_234787,0,0,88,88,MRI
MRI_531003,0,0,88,88,MRI
MRI_553441,0,0,88,88,MRI
MRI_100725,0,0,88,88,MRI
MRI_553757,0,0,88,88,MRI
MRI_604532,0,0,88,88,MRI
MRI_305345,0,0,88,88,MRI
MRI_228382,0,0,88,88,MRI
MRI_248363,0,0,88,88,MRI
MRI_662068,0,0,88,88,MRI
MRI_639338,0,0,88,88,MRI
MRI_326819,0,0,88,88,MRI
MRI_700911,0,0,88,88,MRI
MRI_699950,0,0,88,88,MRI
MRI_699479,0,0,88,88,MRI
MRI_726121,0,0,88,88,MRI
MRI_766104,0,0,88,88,MRI
MRI_317398,0,0,88,88,MRI
MRI_354648,0,0,88,88,MRI
MRI_344533,0,0,88,88,MRI
MRI_376331,0,0,88,88,MRI
MRI_358203,0,0,88,88,MRI
MRI_293811,0,0,88,88,MRI
MRI_371701,0,0,88,88,MRI
MRI_186906,0,0,87,87,MRI
MRI_790938,0,0,87,87,MRI
MRI_792746,0,0,87,87,MRI
MRI_436354,0,0,87,87,MRI
MRI_478217,0,0,87,87,MRI
MRI_188417,0,0,87,87,MRI
MRI_74386,0,0,87,87,MRI
MRI_475902,0,0,87,87,MRI
MRI_75348,0,0,87,87,MRI
MRI_470808,0,0,87,87,MRI
MRI_499619,0,0,87,87,MRI
MRI_483146,0,0,87,87,MRI
MRI_521191,0,0,87,87,MRI
MRI_486828,0,0,87,87,MRI
MRI_494724,0,0,87,87,MRI
MRI_264269,0,0,87,87,MRI
MRI_283899,0,0,87,87,MRI
MRI_501994,0,0,87,87,MRI
MRI_515065,0,0,87,87,MRI
MRI_524054,0,0,87,87,MRI
MRI_609373,0,0,87,87,MRI
MRI_531418,0,0,87,87,MRI
MRI_557037,0,0,87,87,MRI
MRI_557675,0,0,87,87,MRI
MRI_560436,0,0,87,87,MRI
MRI_643660,0,0,87,87,MRI
MRI_652945,0,0,87,87,MRI
MRI_574653,0,0,87,87,MRI
MRI_592205,0,0,87,87,MRI
MRI_594607,0,0,87,87,MRI
MRI_592283,0,0,87,87,MRI
MRI_242231,0,0,87,87,MRI
