Feature,ADNIMERGE Frequency,Gene Expression Frequency,MRI Frequency,Total Frequency,Domain
MRI_5187,0,0,4917,4917,MRI
MRI_5196,0,0,4917,4917,MRI
MRI_5254,0,0,4917,4917,MRI
MRI_5256,0,0,4917,4917,MRI
MRI_5292,0,0,4917,4917,MRI
MRI_5336,0,0,4917,4917,MRI
MRI_5386,0,0,4917,4917,MRI
MRI_5411,0,0,4917,4917,MRI
MRI_5447,0,0,4917,4917,MRI
MRI_5483,0,0,4917,4917,MRI
MRI_5534,0,0,4917,4917,MRI
MRI_5536,0,0,4917,4917,MRI
MRI_5568,0,0,4917,4917,MRI
MRI_5570,0,0,4917,4917,MRI
MRI_5576,0,0,4917,4917,MRI
MRI_5584,0,0,4917,4917,MRI
MRI_5587,0,0,4917,4917,MRI
MRI_5599,0,0,4917,4917,MRI
MRI_5600,0,0,4917,4917,MRI
MRI_5631,0,0,4917,4917,MRI
MRI_5633,0,0,4917,4917,MRI
MRI_5637,0,0,4917,4917,MRI
MRI_5712,0,0,4917,4917,MRI
MRI_5732,0,0,4917,4917,MRI
MRI_5792,0,0,4917,4917,MRI
MRI_5798,0,0,4917,4917,MRI
MRI_5800,0,0,4917,4917,MRI
MRI_5847,0,0,4917,4917,MRI
MRI_5850,0,0,4917,4917,MRI
MRI_5875,0,0,4917,4917,MRI
MRI_5913,0,0,4917,4917,MRI
MRI_5928,0,0,4917,4917,MRI
MRI_6024,0,0,4917,4917,MRI
MRI_6026,0,0,4917,4917,MRI
MRI_6074,0,0,4917,4917,MRI
MRI_6094,0,0,4917,4917,MRI
MRI_6104,0,0,4917,4917,MRI
MRI_6120,0,0,4917,4917,MRI
MRI_6213,0,0,4917,4917,MRI
MRI_6223,0,0,4917,4917,MRI
MRI_6226,0,0,4917,4917,MRI
MRI_6238,0,0,4917,4917,MRI
MRI_6249,0,0,4917,4917,MRI
MRI_6302,0,0,4917,4917,MRI
MRI_6319,0,0,4917,4917,MRI
MRI_6393,0,0,4917,4917,MRI
MRI_6394,0,0,4917,4917,MRI
MRI_38,0,0,4917,4917,MRI
MRI_101,0,0,4917,4917,MRI
MRI_105,0,0,4917,4917,MRI
MRI_137,0,0,4917,4917,MRI
MRI_162,0,0,4917,4917,MRI
MRI_225,0,0,4917,4917,MRI
MRI_232,0,0,4917,4917,MRI
MRI_245,0,0,4917,4917,MRI
MRI_246,0,0,4917,4917,MRI
MRI_254,0,0,4917,4917,MRI
MRI_267,0,0,4917,4917,MRI
MRI_279,0,0,4917,4917,MRI
MRI_291,0,0,4917,4917,MRI
MRI_302,0,0,4917,4917,MRI
MRI_305,0,0,4917,4917,MRI
MRI_321,0,0,4917,4917,MRI
MRI_332,0,0,4917,4917,MRI
MRI_432,0,0,4917,4917,MRI
MRI_497,0,0,4917,4917,MRI
MRI_498,0,0,4917,4917,MRI
MRI_514,0,0,4917,4917,MRI
MRI_555,0,0,4917,4917,MRI
MRI_583,0,0,4917,4917,MRI
MRI_787228,0,0,4917,4917,MRI
MRI_787241,0,0,4917,4917,MRI
MRI_787300,0,0,4917,4917,MRI
MRI_787365,0,0,4917,4917,MRI
MRI_787369,0,0,4917,4917,MRI
MRI_787388,0,0,4917,4917,MRI
MRI_787395,0,0,4917,4917,MRI
MRI_787587,0,0,4917,4917,MRI
MRI_787669,0,0,4917,4917,MRI
MRI_787701,0,0,4917,4917,MRI
MRI_787773,0,0,4917,4917,MRI
MRI_787856,0,0,4917,4917,MRI
MRI_787870,0,0,4917,4917,MRI
MRI_788157,0,0,4917,4917,MRI
MRI_788189,0,0,4917,4917,MRI
MRI_788200,0,0,4917,4917,MRI
MRI_788202,0,0,4917,4917,MRI
MRI_788267,0,0,4917,4917,MRI
MRI_788391,0,0,4917,4917,MRI
MRI_788405,0,0,4917,4917,MRI
MRI_788407,0,0,4917,4917,MRI
MRI_788546,0,0,4917,4917,MRI
MRI_788580,0,0,4917,4917,MRI
MRI_788666,0,0,4917,4917,MRI
MRI_788731,0,0,4917,4917,MRI
MRI_788744,0,0,4917,4917,MRI
MRI_788862,0,0,4917,4917,MRI
MRI_788993,0,0,4917,4917,MRI
MRI_789041,0,0,4917,4917,MRI
MRI_789076,0,0,4917,4917,MRI
MRI_789090,0,0,4917,4917,MRI
MRI_789140,0,0,4917,4917,MRI
MRI_789271,0,0,4917,4917,MRI
MRI_789283,0,0,4917,4917,MRI
MRI_789288,0,0,4917,4917,MRI
MRI_789326,0,0,4917,4917,MRI
MRI_789463,0,0,4917,4917,MRI
MRI_789538,0,0,4917,4917,MRI
MRI_789627,0,0,4917,4917,MRI
MRI_789638,0,0,4917,4917,MRI
MRI_789747,0,0,4917,4917,MRI
MRI_789783,0,0,4917,4917,MRI
MRI_789836,0,0,4917,4917,MRI
MRI_789886,0,0,4917,4917,MRI
MRI_789903,0,0,4917,4917,MRI
MRI_789916,0,0,4917,4917,MRI
MRI_790074,0,0,4917,4917,MRI
MRI_790147,0,0,4917,4917,MRI
MRI_790161,0,0,4917,4917,MRI
MRI_790179,0,0,4917,4917,MRI
MRI_790275,0,0,4917,4917,MRI
MRI_790291,0,0,4917,4917,MRI
MRI_790593,0,0,4917,4917,MRI
MRI_790613,0,0,4917,4917,MRI
MRI_790661,0,0,4917,4917,MRI
MRI_790669,0,0,4917,4917,MRI
MRI_790692,0,0,4917,4917,MRI
MRI_790717,0,0,4917,4917,MRI
MRI_790729,0,0,4917,4917,MRI
MRI_790859,0,0,4917,4917,MRI
MRI_790903,0,0,4917,4917,MRI
MRI_791002,0,0,4917,4917,MRI
MRI_791291,0,0,4917,4917,MRI
MRI_791411,0,0,4917,4917,MRI
MRI_791502,0,0,4917,4917,MRI
MRI_791516,0,0,4917,4917,MRI
MRI_791556,0,0,4917,4917,MRI
MRI_791629,0,0,4917,4917,MRI
MRI_791682,0,0,4917,4917,MRI
MRI_791798,0,0,4917,4917,MRI
MRI_791855,0,0,4917,4917,MRI
MRI_791890,0,0,4917,4917,MRI
MRI_792088,0,0,4917,4917,MRI
MRI_792130,0,0,4917,4917,MRI
MRI_792184,0,0,4917,4917,MRI
MRI_792272,0,0,4917,4917,MRI
MRI_792279,0,0,4917,4917,MRI
MRI_792284,0,0,4917,4917,MRI
MRI_792359,0,0,4917,4917,MRI
MRI_792943,0,0,4917,4917,MRI
MRI_793105,0,0,4917,4917,MRI
MRI_793152,0,0,4917,4917,MRI
MRI_793174,0,0,4917,4917,MRI
MRI_793175,0,0,4917,4917,MRI
MRI_793256,0,0,4917,4917,MRI
MRI_793257,0,0,4917,4917,MRI
MRI_793263,0,0,4917,4917,MRI
MRI_793286,0,0,4917,4917,MRI
MRI_793326,0,0,4917,4917,MRI
MRI_793350,0,0,4917,4917,MRI
MRI_793481,0,0,4917,4917,MRI
MRI_793528,0,0,4917,4917,MRI
MRI_793533,0,0,4917,4917,MRI
MRI_3,0,0,4917,4917,MRI
MRI_20,0,0,4917,4917,MRI
MRI_673,0,0,4916,4916,MRI
MRI_683,0,0,4916,4916,MRI
MRI_732,0,0,4916,4916,MRI
MRI_739,0,0,4916,4916,MRI
MRI_740,0,0,4916,4916,MRI
MRI_749,0,0,4916,4916,MRI
MRI_758,0,0,4916,4916,MRI
MRI_781,0,0,4916,4916,MRI
MRI_821,0,0,4916,4916,MRI
MRI_843,0,0,4916,4916,MRI
MRI_902,0,0,4916,4916,MRI
MRI_910,0,0,4916,4916,MRI
MRI_964,0,0,4916,4916,MRI
MRI_976,0,0,4916,4916,MRI
MRI_993,0,0,4916,4916,MRI
MRI_1016,0,0,4916,4916,MRI
MRI_1061,0,0,4916,4916,MRI
MRI_1070,0,0,4916,4916,MRI
MRI_1136,0,0,4916,4916,MRI
MRI_1152,0,0,4916,4916,MRI
MRI_1178,0,0,4916,4916,MRI
MRI_1227,0,0,4916,4916,MRI
MRI_1255,0,0,4916,4916,MRI
MRI_1272,0,0,4916,4916,MRI
MRI_1279,0,0,4916,4916,MRI
MRI_1296,0,0,4916,4916,MRI
MRI_1322,0,0,4916,4916,MRI
MRI_1339,0,0,4916,4916,MRI
MRI_1345,0,0,4916,4916,MRI
MRI_1370,0,0,4916,4916,MRI
MRI_1430,0,0,4916,4916,MRI
MRI_1445,0,0,4916,4916,MRI
MRI_1452,0,0,4916,4916,MRI
MRI_1603,0,0,4916,4916,MRI
MRI_1751,0,0,4916,4916,MRI
MRI_1761,0,0,4916,4916,MRI
MRI_1775,0,0,4916,4916,MRI
MRI_1808,0,0,4916,4916,MRI
MRI_1842,0,0,4916,4916,MRI
MRI_1859,0,0,4916,4916,MRI
MRI_1901,0,0,4916,4916,MRI
MRI_1916,0,0,4916,4916,MRI
MRI_1945,0,0,4916,4916,MRI
MRI_1966,0,0,4916,4916,MRI
MRI_1991,0,0,4916,4916,MRI
MRI_1998,0,0,4916,4916,MRI
MRI_2036,0,0,4916,4916,MRI
MRI_2075,0,0,4916,4916,MRI
MRI_2163,0,0,4916,4916,MRI
MRI_2195,0,0,4916,4916,MRI
MRI_2246,0,0,4916,4916,MRI
MRI_2302,0,0,4916,4916,MRI
MRI_2312,0,0,4916,4916,MRI
MRI_2321,0,0,4916,4916,MRI
MRI_2325,0,0,4916,4916,MRI
MRI_2328,0,0,4916,4916,MRI
MRI_2332,0,0,4916,4916,MRI
MRI_2400,0,0,4916,4916,MRI
MRI_2473,0,0,4916,4916,MRI
MRI_2475,0,0,4916,4916,MRI
MRI_2476,0,0,4916,4916,MRI
MRI_2478,0,0,4916,4916,MRI
MRI_2479,0,0,4916,4916,MRI
MRI_2480,0,0,4916,4916,MRI
MRI_2511,0,0,4916,4916,MRI
MRI_2573,0,0,4916,4916,MRI
MRI_2596,0,0,4916,4916,MRI
MRI_2628,0,0,4916,4916,MRI
MRI_2638,0,0,4916,4916,MRI
MRI_2649,0,0,4916,4916,MRI
MRI_2685,0,0,4916,4916,MRI
MRI_2710,0,0,4916,4916,MRI
MRI_2744,0,0,4916,4916,MRI
MRI_2746,0,0,4916,4916,MRI
MRI_2757,0,0,4916,4916,MRI
MRI_2772,0,0,4916,4916,MRI
MRI_2783,0,0,4916,4916,MRI
MRI_2784,0,0,4916,4916,MRI
MRI_2796,0,0,4916,4916,MRI
MRI_2800,0,0,4916,4916,MRI
MRI_2814,0,0,4916,4916,MRI
MRI_2833,0,0,4916,4916,MRI
MRI_2840,0,0,4916,4916,MRI
MRI_2848,0,0,4916,4916,MRI
MRI_2954,0,0,4916,4916,MRI
MRI_3004,0,0,4916,4916,MRI
MRI_3024,0,0,4916,4916,MRI
MRI_3038,0,0,4916,4916,MRI
MRI_3049,0,0,4916,4916,MRI
MRI_3101,0,0,4916,4916,MRI
MRI_3104,0,0,4916,4916,MRI
MRI_3190,0,0,4916,4916,MRI
MRI_3214,0,0,4916,4916,MRI
MRI_3254,0,0,4916,4916,MRI
MRI_3263,0,0,4916,4916,MRI
MRI_3363,0,0,4916,4916,MRI
MRI_3366,0,0,4916,4916,MRI
MRI_3426,0,0,4916,4916,MRI
MRI_3576,0,0,4916,4916,MRI
MRI_3590,0,0,4916,4916,MRI
MRI_3643,0,0,4916,4916,MRI
MRI_3651,0,0,4916,4916,MRI
MRI_3653,0,0,4916,4916,MRI
MRI_3708,0,0,4916,4916,MRI
MRI_3730,0,0,4916,4916,MRI
MRI_3758,0,0,4916,4916,MRI
MRI_3764,0,0,4916,4916,MRI
MRI_3791,0,0,4916,4916,MRI
MRI_3792,0,0,4916,4916,MRI
MRI_3806,0,0,4916,4916,MRI
MRI_3813,0,0,4916,4916,MRI
MRI_3823,0,0,4916,4916,MRI
MRI_3904,0,0,4916,4916,MRI
MRI_3936,0,0,4916,4916,MRI
MRI_3948,0,0,4916,4916,MRI
MRI_3949,0,0,4916,4916,MRI
MRI_4002,0,0,4916,4916,MRI
MRI_4054,0,0,4916,4916,MRI
MRI_4070,0,0,4916,4916,MRI
MRI_4089,0,0,4916,4916,MRI
MRI_4095,0,0,4916,4916,MRI
MRI_4109,0,0,4916,4916,MRI
MRI_4112,0,0,4916,4916,MRI
MRI_4133,0,0,4916,4916,MRI
MRI_4190,0,0,4916,4916,MRI
MRI_4218,0,0,4916,4916,MRI
MRI_4291,0,0,4916,4916,MRI
MRI_4311,0,0,4916,4916,MRI
MRI_4341,0,0,4916,4916,MRI
MRI_4354,0,0,4916,4916,MRI
MRI_4365,0,0,4916,4916,MRI
MRI_4387,0,0,4916,4916,MRI
MRI_4390,0,0,4916,4916,MRI
MRI_4444,0,0,4916,4916,MRI
MRI_4492,0,0,4916,4916,MRI
MRI_4497,0,0,4916,4916,MRI
MRI_4546,0,0,4916,4916,MRI
MRI_4625,0,0,4916,4916,MRI
MRI_4645,0,0,4916,4916,MRI
MRI_4648,0,0,4916,4916,MRI
MRI_4667,0,0,4916,4916,MRI
MRI_4695,0,0,4916,4916,MRI
MRI_4716,0,0,4916,4916,MRI
MRI_4723,0,0,4916,4916,MRI
MRI_4740,0,0,4916,4916,MRI
MRI_4767,0,0,4916,4916,MRI
MRI_4787,0,0,4916,4916,MRI
MRI_4814,0,0,4916,4916,MRI
MRI_4826,0,0,4916,4916,MRI
MRI_4829,0,0,4916,4916,MRI
MRI_4847,0,0,4916,4916,MRI
MRI_4890,0,0,4916,4916,MRI
MRI_4898,0,0,4916,4916,MRI
MRI_4937,0,0,4916,4916,MRI
MRI_4965,0,0,4916,4916,MRI
MRI_4993,0,0,4916,4916,MRI
MRI_5004,0,0,4916,4916,MRI
MRI_5065,0,0,4916,4916,MRI
MRI_5120,0,0,4916,4916,MRI
MRI_5158,0,0,4916,4916,MRI
MRI_5164,0,0,4916,4916,MRI
MRI_5205,0,0,4916,4916,MRI
MRI_5280,0,0,4916,4916,MRI
MRI_5341,0,0,4916,4916,MRI
MRI_5372,0,0,4916,4916,MRI
MRI_5383,0,0,4916,4916,MRI
MRI_5493,0,0,4916,4916,MRI
MRI_5548,0,0,4916,4916,MRI
MRI_5553,0,0,4916,4916,MRI
MRI_5615,0,0,4916,4916,MRI
MRI_5625,0,0,4916,4916,MRI
MRI_5658,0,0,4916,4916,MRI
MRI_5683,0,0,4916,4916,MRI
MRI_5700,0,0,4916,4916,MRI
MRI_5706,0,0,4916,4916,MRI
MRI_5721,0,0,4916,4916,MRI
MRI_5748,0,0,4916,4916,MRI
MRI_5781,0,0,4916,4916,MRI
MRI_5797,0,0,4916,4916,MRI
MRI_5841,0,0,4916,4916,MRI
MRI_5852,0,0,4916,4916,MRI
MRI_5880,0,0,4916,4916,MRI
MRI_5917,0,0,4916,4916,MRI
MRI_5920,0,0,4916,4916,MRI
MRI_6032,0,0,4916,4916,MRI
MRI_6055,0,0,4916,4916,MRI
MRI_6087,0,0,4916,4916,MRI
MRI_6165,0,0,4916,4916,MRI
MRI_6202,0,0,4916,4916,MRI
MRI_6227,0,0,4916,4916,MRI
MRI_6285,0,0,4916,4916,MRI
MRI_6300,0,0,4916,4916,MRI
MRI_6318,0,0,4916,4916,MRI
MRI_6332,0,0,4916,4916,MRI
MRI_6335,0,0,4916,4916,MRI
MRI_6344,0,0,4916,4916,MRI
MRI_6347,0,0,4916,4916,MRI
MRI_6385,0,0,4916,4916,MRI
MRI_58,0,0,4916,4916,MRI
MRI_95,0,0,4916,4916,MRI
MRI_142,0,0,4916,4916,MRI
MRI_153,0,0,4916,4916,MRI
MRI_160,0,0,4916,4916,MRI
MRI_198,0,0,4916,4916,MRI
MRI_228,0,0,4916,4916,MRI
MRI_386,0,0,4916,4916,MRI
MRI_399,0,0,4916,4916,MRI
MRI_414,0,0,4916,4916,MRI
MRI_418,0,0,4916,4916,MRI
MRI_467,0,0,4916,4916,MRI
MRI_479,0,0,4916,4916,MRI
MRI_505,0,0,4916,4916,MRI
MRI_506,0,0,4916,4916,MRI
MRI_509,0,0,4916,4916,MRI
MRI_563,0,0,4916,4916,MRI
MRI_625,0,0,4916,4916,MRI
MRI_787216,0,0,4916,4916,MRI
MRI_787223,0,0,4916,4916,MRI
MRI_787236,0,0,4916,4916,MRI
MRI_787267,0,0,4916,4916,MRI
MRI_787270,0,0,4916,4916,MRI
MRI_787294,0,0,4916,4916,MRI
MRI_787309,0,0,4916,4916,MRI
MRI_787318,0,0,4916,4916,MRI
MRI_787330,0,0,4916,4916,MRI
MRI_787366,0,0,4916,4916,MRI
MRI_787478,0,0,4916,4916,MRI
MRI_787482,0,0,4916,4916,MRI
MRI_787578,0,0,4916,4916,MRI
MRI_787684,0,0,4916,4916,MRI
MRI_787723,0,0,4916,4916,MRI
MRI_787767,0,0,4916,4916,MRI
MRI_787833,0,0,4916,4916,MRI
MRI_787965,0,0,4916,4916,MRI
MRI_787978,0,0,4916,4916,MRI
MRI_788250,0,0,4916,4916,MRI
MRI_788323,0,0,4916,4916,MRI
MRI_788403,0,0,4916,4916,MRI
MRI_788505,0,0,4916,4916,MRI
MRI_788509,0,0,4916,4916,MRI
MRI_788650,0,0,4916,4916,MRI
MRI_788702,0,0,4916,4916,MRI
MRI_788785,0,0,4916,4916,MRI
MRI_788791,0,0,4916,4916,MRI
MRI_788845,0,0,4916,4916,MRI
MRI_788866,0,0,4916,4916,MRI
MRI_789024,0,0,4916,4916,MRI
MRI_789094,0,0,4916,4916,MRI
MRI_789144,0,0,4916,4916,MRI
MRI_789179,0,0,4916,4916,MRI
MRI_789194,0,0,4916,4916,MRI
MRI_789235,0,0,4916,4916,MRI
MRI_789286,0,0,4916,4916,MRI
MRI_789342,0,0,4916,4916,MRI
MRI_789358,0,0,4916,4916,MRI
MRI_789371,0,0,4916,4916,MRI
MRI_789428,0,0,4916,4916,MRI
MRI_789507,0,0,4916,4916,MRI
MRI_789547,0,0,4916,4916,MRI
MRI_789576,0,0,4916,4916,MRI
MRI_789662,0,0,4916,4916,MRI
MRI_789760,0,0,4916,4916,MRI
MRI_789777,0,0,4916,4916,MRI
MRI_789805,0,0,4916,4916,MRI
MRI_789854,0,0,4916,4916,MRI
MRI_789914,0,0,4916,4916,MRI
MRI_789927,0,0,4916,4916,MRI
MRI_789955,0,0,4916,4916,MRI
MRI_790015,0,0,4916,4916,MRI
MRI_790094,0,0,4916,4916,MRI
MRI_790106,0,0,4916,4916,MRI
MRI_790195,0,0,4916,4916,MRI
MRI_790303,0,0,4916,4916,MRI
MRI_790312,0,0,4916,4916,MRI
MRI_790387,0,0,4916,4916,MRI
MRI_790444,0,0,4916,4916,MRI
MRI_790515,0,0,4916,4916,MRI
MRI_790586,0,0,4916,4916,MRI
MRI_790634,0,0,4916,4916,MRI
MRI_790708,0,0,4916,4916,MRI
MRI_790720,0,0,4916,4916,MRI
MRI_790764,0,0,4916,4916,MRI
MRI_790783,0,0,4916,4916,MRI
MRI_790797,0,0,4916,4916,MRI
MRI_790888,0,0,4916,4916,MRI
MRI_791000,0,0,4916,4916,MRI
MRI_791027,0,0,4916,4916,MRI
MRI_791042,0,0,4916,4916,MRI
MRI_791131,0,0,4916,4916,MRI
MRI_791578,0,0,4916,4916,MRI
MRI_791727,0,0,4916,4916,MRI
MRI_791836,0,0,4916,4916,MRI
MRI_791888,0,0,4916,4916,MRI
MRI_791965,0,0,4916,4916,MRI
MRI_792005,0,0,4916,4916,MRI
MRI_792011,0,0,4916,4916,MRI
MRI_792070,0,0,4916,4916,MRI
MRI_792277,0,0,4916,4916,MRI
MRI_792286,0,0,4916,4916,MRI
MRI_792311,0,0,4916,4916,MRI
MRI_792338,0,0,4916,4916,MRI
MRI_792354,0,0,4916,4916,MRI
MRI_792383,0,0,4916,4916,MRI
MRI_792409,0,0,4916,4916,MRI
MRI_792421,0,0,4916,4916,MRI
MRI_792506,0,0,4916,4916,MRI
MRI_792529,0,0,4916,4916,MRI
MRI_792573,0,0,4916,4916,MRI
MRI_792625,0,0,4916,4916,MRI
MRI_792629,0,0,4916,4916,MRI
MRI_792856,0,0,4916,4916,MRI
MRI_792859,0,0,4916,4916,MRI
MRI_792908,0,0,4916,4916,MRI
MRI_792965,0,0,4916,4916,MRI
MRI_792976,0,0,4916,4916,MRI
MRI_793037,0,0,4916,4916,MRI
MRI_793074,0,0,4916,4916,MRI
MRI_793115,0,0,4916,4916,MRI
MRI_793129,0,0,4916,4916,MRI
MRI_793142,0,0,4916,4916,MRI
MRI_793304,0,0,4916,4916,MRI
MRI_793416,0,0,4916,4916,MRI
MRI_793483,0,0,4916,4916,MRI
MRI_793495,0,0,4916,4916,MRI
MRI_793551,0,0,4916,4916,MRI
MRI_657,0,0,4915,4915,MRI
MRI_709,0,0,4915,4915,MRI
MRI_710,0,0,4915,4915,MRI
MRI_754,0,0,4915,4915,MRI
MRI_778,0,0,4915,4915,MRI
MRI_792,0,0,4915,4915,MRI
MRI_799,0,0,4915,4915,MRI
MRI_872,0,0,4915,4915,MRI
MRI_1009,0,0,4915,4915,MRI
MRI_1021,0,0,4915,4915,MRI
MRI_1089,0,0,4915,4915,MRI
MRI_1099,0,0,4915,4915,MRI
MRI_1109,0,0,4915,4915,MRI
MRI_1117,0,0,4915,4915,MRI
MRI_1119,0,0,4915,4915,MRI
MRI_1179,0,0,4915,4915,MRI
MRI_1265,0,0,4915,4915,MRI
MRI_1283,0,0,4915,4915,MRI
MRI_1285,0,0,4915,4915,MRI
MRI_1289,0,0,4915,4915,MRI
MRI_1329,0,0,4915,4915,MRI
MRI_1396,0,0,4915,4915,MRI
MRI_1415,0,0,4915,4915,MRI
MRI_1417,0,0,4915,4915,MRI
MRI_1461,0,0,4915,4915,MRI
MRI_1494,0,0,4915,4915,MRI
MRI_1512,0,0,4915,4915,MRI
MRI_1513,0,0,4915,4915,MRI
MRI_1534,0,0,4915,4915,MRI
MRI_1539,0,0,4915,4915,MRI
MRI_1624,0,0,4915,4915,MRI
MRI_1626,0,0,4915,4915,MRI
MRI_1699,0,0,4915,4915,MRI
MRI_1731,0,0,4915,4915,MRI
MRI_1750,0,0,4915,4915,MRI
MRI_1767,0,0,4915,4915,MRI
MRI_1772,0,0,4915,4915,MRI
MRI_1822,0,0,4915,4915,MRI
MRI_1873,0,0,4915,4915,MRI
MRI_1881,0,0,4915,4915,MRI
MRI_1900,0,0,4915,4915,MRI
MRI_1912,0,0,4915,4915,MRI
MRI_1942,0,0,4915,4915,MRI
MRI_1975,0,0,4915,4915,MRI
MRI_1984,0,0,4915,4915,MRI
MRI_2039,0,0,4915,4915,MRI
MRI_2047,0,0,4915,4915,MRI
MRI_2097,0,0,4915,4915,MRI
MRI_2144,0,0,4915,4915,MRI
MRI_2160,0,0,4915,4915,MRI
MRI_2168,0,0,4915,4915,MRI
MRI_2219,0,0,4915,4915,MRI
MRI_2230,0,0,4915,4915,MRI
MRI_2254,0,0,4915,4915,MRI
MRI_2275,0,0,4915,4915,MRI
MRI_2290,0,0,4915,4915,MRI
MRI_2291,0,0,4915,4915,MRI
MRI_2292,0,0,4915,4915,MRI
MRI_2333,0,0,4915,4915,MRI
MRI_2359,0,0,4915,4915,MRI
MRI_2402,0,0,4915,4915,MRI
MRI_2407,0,0,4915,4915,MRI
MRI_2466,0,0,4915,4915,MRI
MRI_2537,0,0,4915,4915,MRI
MRI_2538,0,0,4915,4915,MRI
MRI_2558,0,0,4915,4915,MRI
MRI_2579,0,0,4915,4915,MRI
MRI_2592,0,0,4915,4915,MRI
MRI_2631,0,0,4915,4915,MRI
MRI_2699,0,0,4915,4915,MRI
MRI_2734,0,0,4915,4915,MRI
MRI_2740,0,0,4915,4915,MRI
MRI_2778,0,0,4915,4915,MRI
MRI_2785,0,0,4915,4915,MRI
MRI_2787,0,0,4915,4915,MRI
MRI_2853,0,0,4915,4915,MRI
MRI_2940,0,0,4915,4915,MRI
MRI_2969,0,0,4915,4915,MRI
MRI_3046,0,0,4915,4915,MRI
MRI_3048,0,0,4915,4915,MRI
MRI_3082,0,0,4915,4915,MRI
MRI_3108,0,0,4915,4915,MRI
MRI_3111,0,0,4915,4915,MRI
MRI_3130,0,0,4915,4915,MRI
MRI_3141,0,0,4915,4915,MRI
MRI_3229,0,0,4915,4915,MRI
MRI_3236,0,0,4915,4915,MRI
MRI_3256,0,0,4915,4915,MRI
MRI_3268,0,0,4915,4915,MRI
MRI_3336,0,0,4915,4915,MRI
MRI_3340,0,0,4915,4915,MRI
MRI_3341,0,0,4915,4915,MRI
MRI_3404,0,0,4915,4915,MRI
MRI_3412,0,0,4915,4915,MRI
MRI_3439,0,0,4915,4915,MRI
MRI_3452,0,0,4915,4915,MRI
MRI_3460,0,0,4915,4915,MRI
MRI_3538,0,0,4915,4915,MRI
MRI_3567,0,0,4915,4915,MRI
MRI_3612,0,0,4915,4915,MRI
MRI_3644,0,0,4915,4915,MRI
MRI_3668,0,0,4915,4915,MRI
MRI_3686,0,0,4915,4915,MRI
MRI_3692,0,0,4915,4915,MRI
MRI_3717,0,0,4915,4915,MRI
MRI_3742,0,0,4915,4915,MRI
MRI_3765,0,0,4915,4915,MRI
MRI_3825,0,0,4915,4915,MRI
MRI_3845,0,0,4915,4915,MRI
MRI_3860,0,0,4915,4915,MRI
MRI_3905,0,0,4915,4915,MRI
MRI_3906,0,0,4915,4915,MRI
MRI_3907,0,0,4915,4915,MRI
MRI_3911,0,0,4915,4915,MRI
MRI_3942,0,0,4915,4915,MRI
MRI_3947,0,0,4915,4915,MRI
MRI_3991,0,0,4915,4915,MRI
MRI_4041,0,0,4915,4915,MRI
MRI_4073,0,0,4915,4915,MRI
MRI_4093,0,0,4915,4915,MRI
MRI_4147,0,0,4915,4915,MRI
MRI_4202,0,0,4915,4915,MRI
MRI_4223,0,0,4915,4915,MRI
MRI_4226,0,0,4915,4915,MRI
MRI_4282,0,0,4915,4915,MRI
MRI_4313,0,0,4915,4915,MRI
MRI_4381,0,0,4915,4915,MRI
MRI_4415,0,0,4915,4915,MRI
MRI_4437,0,0,4915,4915,MRI
MRI_4458,0,0,4915,4915,MRI
MRI_4499,0,0,4915,4915,MRI
MRI_4553,0,0,4915,4915,MRI
MRI_4578,0,0,4915,4915,MRI
MRI_4585,0,0,4915,4915,MRI
MRI_4642,0,0,4915,4915,MRI
MRI_4665,0,0,4915,4915,MRI
MRI_4686,0,0,4915,4915,MRI
MRI_4731,0,0,4915,4915,MRI
MRI_4786,0,0,4915,4915,MRI
MRI_4841,0,0,4915,4915,MRI
MRI_4878,0,0,4915,4915,MRI
MRI_4934,0,0,4915,4915,MRI
MRI_4943,0,0,4915,4915,MRI
MRI_5147,0,0,4915,4915,MRI
MRI_5287,0,0,4915,4915,MRI
MRI_5320,0,0,4915,4915,MRI
MRI_5408,0,0,4915,4915,MRI
MRI_5427,0,0,4915,4915,MRI
MRI_5456,0,0,4915,4915,MRI
MRI_5562,0,0,4915,4915,MRI
MRI_5664,0,0,4915,4915,MRI
MRI_5718,0,0,4915,4915,MRI
MRI_5769,0,0,4915,4915,MRI
MRI_5845,0,0,4915,4915,MRI
MRI_5865,0,0,4915,4915,MRI
MRI_5876,0,0,4915,4915,MRI
MRI_5888,0,0,4915,4915,MRI
MRI_5939,0,0,4915,4915,MRI
MRI_6004,0,0,4915,4915,MRI
MRI_6030,0,0,4915,4915,MRI
MRI_6112,0,0,4915,4915,MRI
MRI_6128,0,0,4915,4915,MRI
MRI_6200,0,0,4915,4915,MRI
MRI_6263,0,0,4915,4915,MRI
MRI_6293,0,0,4915,4915,MRI
MRI_6317,0,0,4915,4915,MRI
MRI_6399,0,0,4915,4915,MRI
MRI_63,0,0,4915,4915,MRI
MRI_85,0,0,4915,4915,MRI
MRI_139,0,0,4915,4915,MRI
MRI_148,0,0,4915,4915,MRI
MRI_183,0,0,4915,4915,MRI
MRI_199,0,0,4915,4915,MRI
MRI_210,0,0,4915,4915,MRI
MRI_303,0,0,4915,4915,MRI
MRI_338,0,0,4915,4915,MRI
MRI_372,0,0,4915,4915,MRI
MRI_424,0,0,4915,4915,MRI
